,sample,cell_label,frame_number,total_intensity
821,delta,5,19,34047.099742236045
822,delta,6,19,47227.821214378775
823,delta,7,19,38532.52154838815
824,delta,8,19,88838.18476597816
825,delta,9,19,45246.962890794006
826,delta,10,19,53153.45708485676
827,delta,11,19,37984.34562131291
828,delta,12,19,38715.07791822944
829,delta,13,19,61073.603457437304
830,delta,14,19,57959.871891215356
831,delta,15,19,53117.51601669108
832,delta,16,19,46073.07935277354
833,delta,17,19,49191.22788048407
834,delta,18,19,62897.61154395327
835,delta,19,19,64200.614873551836
836,delta,20,19,62705.95239476354
837,delta,21,19,144703.88388760798
838,delta,22,19,36106.49813459749
839,delta,23,19,54857.57900346143
840,delta,24,19,58228.24849498944
841,delta,25,19,33600.359694234074
842,delta,26,19,57194.94552404243
843,delta,27,19,50322.978790057496
844,delta,28,19,49886.10930886409
845,delta,29,19,82188.49619153803
846,delta,30,19,45366.7881614882
847,delta,31,19,37876.67073197061
848,delta,32,19,47069.24883016617
849,delta,33,19,55748.468674747775
850,delta,34,19,47835.268020745454
851,delta,35,19,53073.12284065682
852,delta,36,19,37880.85090040067
853,delta,37,19,60922.08397366732
854,delta,38,19,31110.46702463978
855,delta,39,19,16981.588230199144
856,delta,40,19,46522.435984966025
857,delta,41,19,42869.69521605644
858,delta,42,19,55213.25526680022
859,delta,43,19,38613.62824197207
860,delta,1,20,39793.284785821445
861,delta,2,20,53013.4721154891
862,delta,3,20,32790.3769595597
863,delta,4,20,35027.09333028928
864,delta,5,20,34147.21314563064
865,delta,6,20,46795.93390699313
866,delta,7,20,36477.95050261481
867,delta,8,20,85381.38158726002
868,delta,9,20,46972.50912957745
869,delta,10,20,50967.315197521944
870,delta,11,20,38542.790077964426
871,delta,12,20,37306.55847520994
872,delta,13,20,62189.64392855021
873,delta,14,20,56791.78853485492
874,delta,15,20,52127.7569594465
875,delta,16,20,47487.03639969392
876,delta,17,20,46992.07565936859
877,delta,18,20,61590.57442270513
878,delta,19,20,61454.1293671371
879,delta,20,20,63522.93442376328
880,delta,21,20,138717.28780290735
881,delta,22,20,35834.2153755641
882,delta,23,20,56111.894692084476
883,delta,24,20,59445.84940890773
884,delta,25,20,34751.78824667394
885,delta,26,20,56553.27009845337
886,delta,27,20,48719.968820411734
887,delta,28,20,50069.28442766131
888,delta,29,20,80045.33925716372
889,delta,30,20,43326.32164402349
890,delta,31,20,37662.96594095665
891,delta,32,20,46219.61235208641
892,delta,33,20,54869.13226504924
893,delta,34,20,47692.06242136196
894,delta,35,20,52781.08547782874
895,delta,36,20,38330.601885511416
896,delta,37,20,56297.734696248845
897,delta,38,20,29652.61580098555
898,delta,39,20,16295.819068737886
899,delta,40,20,48146.08235932825
900,delta,41,20,43187.127201922514
901,delta,42,20,55371.763637228185
902,delta,43,20,36925.35512414441
903,delta,1,21,40352.11789614733
904,delta,2,21,56394.06701022385
905,delta,3,21,31746.78270397037
906,delta,4,21,36607.283883321135
907,delta,5,21,33002.497694806865
908,delta,6,21,48519.461997828694
909,delta,7,21,37042.01358766219
910,delta,8,21,84524.24340769125
911,delta,9,21,44122.09603730326
912,delta,10,21,50567.672038006174
913,delta,11,21,37443.95376490092
914,delta,12,21,35383.01813398199
915,delta,13,21,61715.93734937042
916,delta,14,21,59581.72122027729
917,delta,15,21,54240.92004480043
918,delta,16,21,46040.85796681178
919,delta,17,21,51637.17857059042
920,delta,18,21,59527.68166803706
921,delta,19,21,66617.23490577408
922,delta,20,21,60884.06863361791
923,delta,21,21,144092.0322676557
924,delta,22,21,36420.45523095111
925,delta,23,21,54859.60833264418
926,delta,24,21,60363.43264976908
927,delta,25,21,34833.30175224809
928,delta,26,21,56468.32924132951
929,delta,27,21,49563.986915796835
930,delta,28,21,52877.93597324024
931,delta,29,21,82177.89295701394
932,delta,30,21,44186.611325558835
933,delta,31,21,35927.26834445806
934,delta,32,21,47397.43395450221
935,delta,33,21,54661.26085572834
936,delta,34,21,48117.130238707505
937,delta,35,21,54016.0715926064
938,delta,36,21,37686.661407609616
939,delta,37,21,56376.556771702075
940,delta,38,21,30362.338829787863
941,delta,39,21,17341.59096144533
942,delta,40,21,46370.25858747775
943,delta,41,21,45972.296504490914
944,delta,42,21,53668.62780067239
945,delta,43,21,39994.677901569215
946,delta,1,22,42098.713854819434
947,delta,2,22,55206.82975177809
948,delta,3,22,33427.702329398075
949,delta,4,22,35640.69447517555
950,delta,5,22,32382.413881247194
951,delta,6,22,45870.97500164419
952,delta,7,22,37161.1038182631
953,delta,8,22,87228.83513652466
954,delta,9,22,45369.18116724212
955,delta,10,22,52449.76723794802
956,delta,11,22,37721.62204820921
957,delta,12,22,36218.074096742595
958,delta,13,22,58452.714707954714
959,delta,14,22,56688.479004322835
960,delta,15,22,54095.87264955131
961,delta,16,22,47524.14509318277
962,delta,17,22,51538.349989310096
963,delta,18,22,59569.76255641636
964,delta,19,22,62197.04812332954
965,delta,20,22,61109.73335729362
966,delta,21,22,139850.48367625184
967,delta,22,22,35470.916029167114
968,delta,23,22,55782.48462140528
969,delta,24,22,59670.6556086052
970,delta,25,22,34112.23429521463
971,delta,26,22,55011.837412416484
972,delta,27,22,48357.32349105961
973,delta,28,22,49050.518216900215
974,delta,29,22,76925.40676443392
975,delta,30,22,43970.38673804088
976,delta,31,22,39195.09754394208
977,delta,32,22,47383.53900731935
978,delta,33,22,53414.0662621182
979,delta,34,22,47710.5533287821
980,delta,35,22,53314.27989375888
981,delta,36,22,36867.97231531834
982,delta,37,22,55632.370634338484
983,delta,38,22,28836.582698919512
984,delta,39,22,15893.699122258757
985,delta,40,22,45704.62718197996
986,delta,41,22,43217.83523802403
987,delta,42,22,55936.3649127041
988,delta,43,22,41366.722599226705
989,delta,1,23,39820.369385314654
990,delta,2,23,52370.07427950931
991,delta,3,23,31387.17423485577
992,delta,4,23,34409.314707126716
993,delta,5,23,30914.125823845243
994,delta,6,23,48136.58948809565
995,delta,7,23,36439.645234769785
996,delta,8,23,82596.6254130993
997,delta,9,23,45061.78278507218
998,delta,10,23,52854.923114064135
999,delta,11,23,37503.53864232136
1000,delta,12,23,36255.4560041363
1001,delta,13,23,60735.06392376129
1002,delta,14,23,59177.373569194795
1003,delta,15,23,55267.41755695292
1004,delta,16,23,44755.30675550628
1005,delta,17,23,50374.64150606537
1006,delta,18,23,60596.41618498365
1007,delta,19,23,62856.799292950585
1008,delta,20,23,61848.498656281256
1009,delta,21,23,142715.30927636463
1010,delta,22,23,35185.32682420495
1011,delta,23,23,54466.32116160181
1012,delta,24,23,58870.90083259942
1013,delta,25,23,33710.537388937504
1014,delta,26,23,54744.9854042301
1015,delta,27,23,49137.44848693124
1016,delta,28,23,50563.69999689006
1017,delta,29,23,80320.76263462604
1018,delta,30,23,44204.006405230946
1019,delta,31,23,37363.96465685222
1020,delta,32,23,45236.59831138568
1021,delta,33,23,52262.066760275964
1022,delta,34,23,47045.422076701085
1023,delta,35,23,52709.9948759017
1024,delta,36,23,40094.121755887376
1025,delta,37,23,54663.10272787063
1026,delta,38,23,30893.513216404805
1027,delta,39,23,16749.074425031962
1028,delta,40,23,49792.29327813231
1029,delta,41,23,43395.914782294785
1030,delta,42,23,57380.45592820131
1031,delta,43,23,40858.754408171626
1032,delta,1,24,39425.65494163865
1033,delta,2,24,52887.30250695041
1034,delta,3,24,33871.68558827384
1035,delta,4,24,34631.838486004206
1036,delta,5,24,33135.79092747235
1037,delta,6,24,47410.16685652257
1038,delta,7,24,35676.44941968193
1039,delta,8,24,83166.8102707574
1040,delta,9,24,43457.86978465857
1041,delta,10,24,52212.972657702674
1042,delta,11,24,37174.75816408934
1043,delta,12,24,36340.60211177268
1044,delta,13,24,61249.434312965175
1045,delta,14,24,57809.23159815409
1046,delta,15,24,52913.96179169332
1047,delta,16,24,46545.8926219424
1048,delta,17,24,47523.08113706428
1049,delta,18,24,61350.717592278175
1050,delta,19,24,59128.00499277025
1051,delta,20,24,63353.42695872452
1052,delta,21,24,145452.14065112255
1053,delta,22,24,37117.78635973657
1054,delta,23,24,53001.18136889792
1055,delta,24,24,59139.723476658204
1056,delta,25,24,34237.77693999086
1057,delta,26,24,56918.532225506686
1058,delta,27,24,48232.62749326054
1059,delta,28,24,49334.56263663569
1060,delta,29,24,80864.17021958191
1061,delta,30,24,43713.760065106486
1062,delta,31,24,39130.51325514921
1063,delta,32,24,48090.39956331947
1064,delta,33,24,53265.875495448345
1065,delta,34,24,48174.549327250184
1066,delta,35,24,51511.4459727169
1067,delta,36,24,39417.76807657831
1068,delta,37,24,55732.06809970583
1069,delta,38,24,30369.498293906083
1070,delta,39,24,15498.426499427813
1071,delta,40,24,48187.81755236258
1072,delta,41,24,42345.01465362233
1073,delta,42,24,54896.08272124016
1074,delta,43,24,40567.115170968675
1075,delta,1,25,39757.31903485582
1076,delta,2,25,50416.9018453326
1077,delta,3,25,31578.71377929147
1078,delta,4,25,32882.313919983346
1079,delta,5,25,32200.81127098638
1080,delta,6,25,47083.579234155186
1081,delta,7,25,36355.187382926335
1082,delta,8,25,83329.44589477609
1083,delta,9,25,44282.56859280325
1084,delta,10,25,52192.91397417868
1085,delta,11,25,38030.07706403837
1086,delta,12,25,37326.14562460315
1087,delta,13,25,60101.32350126905
1088,delta,14,25,58259.22867250172
1089,delta,15,25,53859.80525506128
1090,delta,16,25,45242.26872806448
1091,delta,17,25,49411.33282830312
1092,delta,18,25,59734.83862282513
1093,delta,19,25,61473.35332143099
1094,delta,20,25,61279.58281068636
1095,delta,21,25,142623.00927159324
1096,delta,22,25,32331.535979479493
1097,delta,23,25,56009.733840295245
1098,delta,24,25,59949.91907288745
1099,delta,25,25,33584.382261143015
1100,delta,26,25,54165.17052834181
1101,delta,27,25,43964.971373065586
1102,delta,28,25,48628.26310634677
1103,delta,29,25,81490.24300272268
1104,delta,30,25,44471.284167150494
1105,delta,31,25,36855.92240232899
1106,delta,32,25,45666.54144474776
1107,delta,33,25,53972.83959447567
1108,delta,34,25,47476.22709332206
1109,delta,35,25,51612.534326728775
1110,delta,36,25,38501.74979808824
1111,delta,37,25,54248.992538563216
1112,delta,38,25,31250.911004306578
1113,delta,39,25,16138.459266873631
1114,delta,40,25,48422.81716124619
1115,delta,41,25,43546.94500261471
1116,delta,42,25,57343.665640793675
1117,delta,43,25,39848.7925529147
1118,delta,1,26,39972.79788036535
1119,delta,2,26,54093.20876167493
1120,delta,3,26,31978.651123052958
1121,delta,4,26,34997.864402762265
1122,delta,5,26,31458.918114005184
1123,delta,6,26,47140.887109760966
1124,delta,7,26,36751.58407549522
1125,delta,8,26,84606.00048730959
1126,delta,9,26,45705.51469637106
1127,delta,10,26,51541.917111569834
1128,delta,11,26,38030.19707531176
1129,delta,12,26,36257.8162073109
1130,delta,13,26,58773.46501753198
1131,delta,14,26,55578.47009962055
1132,delta,15,26,52661.66103572199
1133,delta,16,26,45755.644315112935
1134,delta,17,26,49397.42764024075
1135,delta,18,26,58985.94505585714
1136,delta,19,26,62582.20484601229
1137,delta,20,26,62129.76995877792
1138,delta,21,26,143795.6390601538
1139,delta,22,26,34318.93005439506
1140,delta,23,26,54978.690379764455
1141,delta,24,26,59495.57261057096
1142,delta,25,26,34115.19701588727
1143,delta,26,26,55460.28049027292
1144,delta,27,26,46664.38827325707
1145,delta,28,26,49227.752058715894
1146,delta,29,26,74650.82159707451
1147,delta,30,26,41438.11104588554
1148,delta,31,26,34670.3577440745
1149,delta,32,26,43565.579234022276
1150,delta,33,26,54489.57550148421
1151,delta,34,26,48378.542344275964
1152,delta,35,26,53234.52537730961
1153,delta,36,26,37089.26223115767
1154,delta,37,26,56103.43118815589
1155,delta,38,26,30251.040507709713
1156,delta,39,26,16086.265112347779
1157,delta,40,26,48466.564355299546
1158,delta,41,26,43859.72893604461
1159,delta,42,26,54719.36306627759
1160,delta,43,26,39489.11908203069
1161,delta,1,27,41138.9221032694
1162,delta,2,27,53846.0583867364
1163,delta,3,27,31846.316019972794
1164,delta,4,27,34291.382401577204
1165,delta,5,27,32811.46987582522
1166,delta,6,27,49274.96327711821
1167,delta,7,27,38085.374229905465
1168,delta,8,27,81377.30297771603
1169,delta,9,27,46818.857545650855
1170,delta,10,27,52569.91232288828
1171,delta,11,27,38797.24636755548
1172,delta,12,27,37677.237120641
1173,delta,13,27,61987.3876163924
1174,delta,14,27,60034.832242470125
1175,delta,15,27,56400.68374517404
1176,delta,16,27,44985.92672490436
1177,delta,17,27,50223.07876465077
1178,delta,18,27,60704.94873035635
1179,delta,19,27,61411.39364662108
1180,delta,20,27,62843.29772497514
1181,delta,21,27,148924.38668758975
1182,delta,22,27,37393.40872429117
1183,delta,23,27,54003.28575363044
1184,delta,24,27,57539.7605829164
1185,delta,25,27,33875.084500810226
1186,delta,26,27,55706.498303652515
1187,delta,27,27,49335.320382325466
1188,delta,28,27,51278.97216050214
1189,delta,29,27,80237.02493667204
1190,delta,30,27,44442.68478830357
1191,delta,31,27,37151.18954940266
1192,delta,32,27,45399.08463263221
1193,delta,33,27,55441.47935304149
1194,delta,34,27,48269.615736521766
1195,delta,35,27,52587.45381937282
1196,delta,36,27,39419.57751385443
1197,delta,37,27,56022.03194537388
1198,delta,38,27,30307.731753124663
1199,delta,39,27,15661.251561810395
1200,delta,40,27,48239.10626065722
1201,delta,41,27,45037.43154978574
1202,delta,42,27,57068.45520059267
1203,delta,43,27,43605.05480947776
1204,delta,1,28,40585.05743461788
1205,delta,2,28,55194.11851705854
1206,delta,3,28,33323.982688342105
1207,delta,4,28,34605.36322885137
1208,delta,5,28,31880.65558752045
1209,delta,6,28,46729.33518805866
1210,delta,7,28,37731.990302769904
1211,delta,8,28,82245.40153416933
1212,delta,9,28,46299.116911050245
1213,delta,10,28,50946.721473673926
1214,delta,11,28,38705.237908302945
1215,delta,12,28,37001.39375715395
1216,delta,13,28,58934.81173820058
1217,delta,14,28,58106.567468878646
1218,delta,15,28,52921.126235279764
1219,delta,16,28,45812.77076297799
1220,delta,17,28,50063.27079213258
1221,delta,18,28,58059.996698981064
1222,delta,19,28,60433.38597747717
1223,delta,20,28,62474.2205984276
1224,delta,21,28,141530.98193309913
1225,delta,22,28,34425.984274207076
1226,delta,23,28,55801.21417271835
1227,delta,24,28,59943.449659914215
1228,delta,25,28,34848.090868806205
1229,delta,26,28,54603.03287067822
1230,delta,27,28,47061.80567503554
1231,delta,28,28,52840.853659407454
1232,delta,29,28,80018.00990563666
1233,delta,30,28,43246.536106515305
1234,delta,31,28,38739.84811855796
1235,delta,32,28,43505.90199873057
1236,delta,33,28,54060.56085621173
1237,delta,34,28,47650.819924285606
1238,delta,35,28,53250.98615989739
1239,delta,36,28,37096.5341314419
1240,delta,37,28,55163.0230507566
1241,delta,38,28,32078.71070643882
1242,delta,39,28,16587.426600867104
1243,delta,40,28,49910.255841618025
1244,delta,41,28,45765.15442586321
1245,delta,42,28,57379.55491500616
1246,delta,43,28,40860.01495104578
1247,delta,1,29,40243.691650709974
1248,delta,2,29,55658.06861666523
1249,delta,3,29,33102.498759599235
1250,delta,4,29,34071.701568325065
1251,delta,5,29,31665.211432768254
1252,delta,6,29,48656.25949524433
1253,delta,7,29,36135.2871993648
1254,delta,8,29,84379.01030019349
1255,delta,9,29,47920.05241497249
1256,delta,10,29,53154.993746678825
1257,delta,11,29,38282.951088652226
1258,delta,12,29,37179.3251651201
1259,delta,13,29,61078.793648799605
1260,delta,14,29,57838.227350632646
1261,delta,15,29,53079.27340384746
1262,delta,16,29,44736.653727796955
1263,delta,17,29,48992.81883588
1264,delta,18,29,58308.0592263555
1265,delta,19,29,61320.51930266318
1266,delta,20,29,61931.39201517321
1267,delta,21,29,143656.78076663034
1268,delta,22,29,37208.5070615613
1269,delta,23,29,56082.964620595616
1270,delta,24,29,59351.44213538989
1271,delta,25,29,33923.974927011855
1272,delta,26,29,56723.071510479305
1273,delta,27,29,46699.48139560106
1274,delta,28,29,47889.88614431396
1275,delta,29,29,79631.56004723132
1276,delta,30,29,44046.21570558652
1277,delta,31,29,37551.099561782365
1278,delta,32,29,45097.71959618263
1279,delta,33,29,54080.63638042341
1280,delta,34,29,48419.865649412146
1281,delta,35,29,51977.28360055782
1282,delta,36,29,36433.4099517428
1283,delta,37,29,53561.770904740326
1284,delta,38,29,30832.60962538692
1285,delta,39,29,14680.236519666389
1286,delta,40,29,47693.37981715258
1287,delta,41,29,44035.735049869494
1288,delta,42,29,54032.16966649798
1289,delta,43,29,40560.10882969246
1290,delta,1,30,38787.93360802721
1291,delta,2,30,51611.082285795186
1292,delta,3,30,32807.916477095656
1293,delta,4,30,34133.2769770065
1294,delta,5,30,33016.048551509186
1295,delta,6,30,47052.50533753754
1296,delta,7,30,35021.2683776437
1297,delta,8,30,81803.8536139217
1298,delta,9,30,46035.429289653315
1299,delta,10,30,52792.27576184501
1300,delta,11,30,37998.79220669151
1301,delta,12,30,36387.04812523053
1302,delta,13,30,59576.719296984025
1303,delta,14,30,54994.360250273436
1304,delta,15,30,52921.50300140413
1305,delta,16,30,44563.78892214542
1306,delta,17,30,49319.354381107514
1307,delta,18,30,55284.15356545578
1308,delta,19,30,59606.582032565435
1309,delta,20,30,61988.556034863475
1310,delta,21,30,136792.8716059199
1311,delta,22,30,34756.75327742428
1312,delta,23,30,52748.40054687985
1313,delta,24,30,58843.31107393792
1314,delta,25,30,33013.34928925303
1315,delta,26,30,55697.063967081616
1316,delta,27,30,47219.91050393701
1317,delta,28,30,48061.490735750456
1318,delta,29,30,79816.29695384359
1319,delta,30,30,42709.422338022916
1320,delta,31,30,34480.787194169825
1321,delta,32,30,45410.20671794515
1322,delta,33,30,51629.09178969083
1323,delta,34,30,46523.26467712382
1324,delta,35,30,50349.97668399492
1325,delta,36,30,37724.02091517313
1326,delta,37,30,54308.76251194718
1327,delta,38,30,31333.82934189149
1328,delta,39,30,15675.415211800244
