,sample,cell_label,frame_number,total_intensity
15374,delta,24,357,50613.683841611695
15375,delta,25,357,31231.01551088764
15376,delta,26,357,46912.57125445946
15377,delta,27,357,43162.24334413136
15378,delta,28,357,43659.583825642214
15379,delta,29,357,72002.81941848813
15380,delta,30,357,38391.494540695654
15381,delta,31,357,30953.165256239296
15382,delta,32,357,40202.748008066446
15383,delta,33,357,50134.6639434332
15384,delta,34,357,44214.24967858712
15385,delta,35,357,47297.35589243542
15386,delta,36,357,34851.10840584062
15387,delta,37,357,48005.644839466884
15388,delta,38,357,27948.491979061622
15389,delta,39,357,14331.713814180992
15390,delta,40,357,42220.97833562996
15391,delta,41,357,39866.515790429396
15392,delta,42,357,49360.596833664225
15393,delta,43,357,34993.680556527004
15394,delta,1,358,34284.922428780716
15395,delta,2,358,48424.77328743127
15396,delta,3,358,30110.971493957117
15397,delta,4,358,30360.698814135532
15398,delta,5,358,29414.129165779228
15399,delta,6,358,40367.69082241807
15400,delta,7,358,31709.98722959335
15401,delta,8,358,74077.91173361285
15402,delta,9,358,41005.72821222484
15403,delta,10,358,47441.4258755513
15404,delta,11,358,34654.22121133884
15405,delta,12,358,34114.23505328155
15406,delta,13,358,53633.85602313982
15407,delta,14,358,51803.30578675575
15408,delta,15,358,49690.24854736837
15409,delta,16,358,41702.70247192872
15410,delta,17,358,45249.85669076373
15411,delta,18,358,51892.759484414724
15412,delta,19,358,52709.85723189289
15413,delta,20,358,55051.63598610627
15414,delta,21,358,119513.15559468648
15415,delta,22,358,32136.380032111574
15416,delta,23,358,47341.806222177394
15417,delta,24,358,51963.78598244679
15418,delta,25,358,30401.27195763722
15419,delta,26,358,46994.1981951282
15420,delta,27,358,42745.66549101208
15421,delta,28,358,45216.840556488394
15422,delta,29,358,74779.98582840365
15423,delta,30,358,38769.040407329
15424,delta,31,358,33671.35832282468
15425,delta,32,358,40679.4165598399
15426,delta,33,358,50502.41646878374
15427,delta,34,358,43035.11461266165
15428,delta,35,358,46610.336670642515
15429,delta,36,358,34200.17903746657
15430,delta,37,358,51375.34146651669
15431,delta,38,358,26131.97054868066
15432,delta,39,358,15214.587074831754
15433,delta,40,358,42874.85231027456
15434,delta,41,358,41776.43885440749
15435,delta,42,358,49219.25923722465
15436,delta,43,358,35664.22752593906
15437,delta,1,359,35491.21580987931
15438,delta,2,359,49002.43182643103
15439,delta,3,359,31247.210726446963
15440,delta,4,359,30245.156470457012
15441,delta,5,359,28009.034794684187
15442,delta,6,359,44127.827017191856
15443,delta,7,359,32124.91440104221
15444,delta,8,359,73503.65240688552
15445,delta,9,359,40271.54520603331
15446,delta,10,359,46887.88603090109
15447,delta,11,359,33660.5311966847
15448,delta,12,359,33099.27725214719
15449,delta,13,359,53038.079617715644
15450,delta,14,359,51795.58678004012
15451,delta,15,359,49524.48256388891
15452,delta,16,359,40621.60039270183
15453,delta,17,359,45476.310247162
15454,delta,18,359,52900.576656519464
15455,delta,19,359,52713.96725750039
15456,delta,20,359,52302.14236113719
15457,delta,21,359,120214.18583772588
15458,delta,22,359,29715.669345729424
15459,delta,23,359,46169.17596268591
15460,delta,24,359,50828.88102887245
15461,delta,25,359,31863.44982830136
15462,delta,26,359,48449.244689907864
15463,delta,27,359,46030.789803547435
15464,delta,28,359,45681.21340282299
15465,delta,29,359,73833.1717023116
15466,delta,30,359,38052.4650563295
15467,delta,31,359,36060.0852579971
15468,delta,32,359,43059.48381700045
15469,delta,33,359,51749.62591527292
15470,delta,34,359,46368.55552785256
15471,delta,35,359,48658.52569592038
15472,delta,36,359,34677.194640922
15473,delta,37,359,48964.31107861531
15474,delta,38,359,27137.16061046338
15475,delta,39,359,14823.218421286001
15476,delta,40,359,42406.86425383504
15477,delta,41,359,39244.911997152034
15478,delta,42,359,48016.84198827958
15479,delta,43,359,34822.98306405604
15480,delta,1,360,34648.460487178265
15481,delta,2,360,48513.03385817642
15482,delta,3,360,28812.573281936446
15483,delta,4,360,29081.989672278767
15484,delta,5,360,31220.633074325076
15485,delta,6,360,42088.923731185976
15486,delta,7,360,32106.26308488599
15487,delta,8,360,76156.83224879848
15488,delta,9,360,41151.93478125618
15489,delta,10,360,47483.487871218196
15490,delta,11,360,33957.68962921659
15491,delta,12,360,34363.11283453512
15492,delta,13,360,53251.06968822884
15493,delta,14,360,53547.12003843213
15494,delta,15,360,46946.49118443811
15495,delta,16,360,41822.19067709131
15496,delta,17,360,46816.48558727524
15497,delta,18,360,50550.95805888959
15498,delta,19,360,53917.202814443895
15499,delta,20,360,54638.81231081656
15500,delta,21,360,119963.04654315958
15501,delta,22,360,31747.84184249487
15502,delta,23,360,48564.09235499901
15503,delta,24,360,52003.25551330639
15504,delta,25,360,31956.913055828954
15505,delta,26,360,47719.21913927002
15506,delta,27,360,42793.83442032393
15507,delta,28,360,43707.53965295916
15508,delta,29,360,71974.71263390331
15509,delta,30,360,38100.112511525236
15510,delta,31,360,33679.93342641604
15511,delta,32,360,41629.18378228796
15512,delta,33,360,47252.008580400725
15513,delta,34,360,46484.48399189807
15514,delta,35,360,48622.02168270071
15515,delta,36,360,33004.6155198615
15516,delta,37,360,50823.51283864811
15517,delta,38,360,27485.57067455947
15518,delta,39,360,14435.367696247666
15519,delta,40,360,42941.192229392866
15520,delta,41,360,39919.921112682336
15521,delta,42,360,47438.64263224943
15522,delta,43,360,35635.24501667974
15523,delta,1,361,33768.8143283722
15524,delta,2,361,42452.552967822245
15525,delta,3,361,28827.939551615986
15526,delta,4,361,29631.669316504587
15527,delta,5,361,28946.51035348271
15528,delta,6,361,41306.83600400549
15529,delta,7,361,31436.516981241082
15530,delta,8,361,72068.25307816741
15531,delta,9,361,42405.46737529425
15532,delta,10,361,46916.815625089315
15533,delta,11,361,34477.309367790855
15534,delta,12,361,33998.23806848533
15535,delta,13,361,54378.3275750929
15536,delta,14,361,50388.54182923748
15537,delta,15,361,48792.123311319214
15538,delta,16,361,39285.50055694193
15539,delta,17,361,46150.18341731059
15540,delta,18,361,49136.229732000036
15541,delta,19,361,53205.77288086999
15542,delta,20,361,57306.50556480456
15543,delta,21,361,120141.00432687666
15544,delta,22,361,30942.319817974618
15545,delta,23,361,46628.4709093437
15546,delta,24,361,51491.094374489556
15547,delta,25,361,30025.97698258467
15548,delta,26,361,47560.56819014741
15549,delta,27,361,41819.95781914006
15550,delta,28,361,43513.55626715808
15551,delta,29,361,73580.94590111802
15552,delta,30,361,38373.999240768935
15553,delta,31,361,34291.550568360915
15554,delta,32,361,41488.27454031477
15555,delta,33,361,48612.51094130087
15556,delta,34,361,44058.652037456384
15557,delta,35,361,47052.48196023384
15558,delta,36,361,32555.434472963003
15559,delta,37,361,49255.17260402698
15560,delta,38,361,29054.76821707141
15561,delta,39,361,14118.217728309974
15562,delta,40,361,42928.8388626574
15563,delta,41,361,39980.810126845536
15564,delta,42,361,48368.02314345987
15565,delta,43,361,35496.42288642809
15566,delta,1,362,34796.36928026556
15567,delta,2,362,47523.378428984266
15568,delta,3,362,29557.750862496097
15569,delta,4,362,30367.692085571598
15570,delta,5,362,30379.86849358758
15571,delta,6,362,41775.884734011765
15572,delta,7,362,31729.589444310626
15573,delta,8,362,75469.71041878918
15574,delta,9,362,41475.73469060226
15575,delta,10,362,48943.329585091815
15576,delta,11,362,34980.771753752946
15577,delta,12,362,32813.6830843042
15578,delta,13,362,54348.78371969564
15579,delta,14,362,51306.28851442454
15580,delta,15,362,49257.171782954014
15581,delta,16,362,42146.390494162835
15582,delta,17,362,44523.07946532513
15583,delta,18,362,50944.40761402381
15584,delta,19,362,53930.24553984155
15585,delta,20,362,58542.189575519515
15586,delta,21,362,123038.6679406007
15587,delta,22,362,30609.310485230588
15588,delta,23,362,49058.13683470111
15589,delta,24,362,50082.21096816246
15590,delta,25,362,31554.818129851355
15591,delta,26,362,47603.502894154706
15592,delta,27,362,44601.355740091945
15593,delta,28,362,44277.48504354435
15594,delta,29,362,74761.33377175995
15595,delta,30,362,40331.28170945988
15596,delta,31,362,34876.57927045036
15597,delta,32,362,40599.34438062049
15598,delta,33,362,49701.949943223575
15599,delta,34,362,47735.01251616835
15600,delta,35,362,49175.108107379274
15601,delta,36,362,34163.65211253368
15602,delta,37,362,50747.54487266969
15603,delta,38,362,30005.47348086625
15604,delta,39,362,14827.262307754623
15605,delta,40,362,44744.16450174361
15606,delta,41,362,42787.99883874557
15607,delta,42,362,48209.46257428133
15608,delta,43,362,37185.81132421487
15609,delta,1,363,34801.3352587191
15610,delta,2,363,47689.29539235846
15611,delta,3,363,30244.958566161968
15612,delta,4,363,31398.4892334816
15613,delta,5,363,30671.899145844574
15614,delta,6,363,43922.14966886191
15615,delta,7,363,31409.117601802238
15616,delta,8,363,72737.17821715945
15617,delta,9,363,41119.23854805214
15618,delta,10,363,47378.00394336649
15619,delta,11,363,33340.86594490448
15620,delta,12,363,34545.68454199642
15621,delta,13,363,55491.253456650746
15622,delta,14,363,48051.720737315336
15623,delta,15,363,46110.71511985581
15624,delta,16,363,39902.599609491466
15625,delta,17,363,42358.923576378395
15626,delta,18,363,53127.29559357336
15627,delta,19,363,52358.29456001813
15628,delta,20,363,58034.75608278805
15629,delta,21,363,120552.81393146432
15630,delta,22,363,30225.96671131249
15631,delta,23,363,48310.25850762622
15632,delta,24,363,52063.58079476413
15633,delta,25,363,30443.60708854446
15634,delta,26,363,47714.86161748638
15635,delta,27,363,43709.91101891472
15636,delta,28,363,46651.700844331266
15637,delta,29,363,75205.6801603956
15638,delta,30,363,39762.6722745995
15639,delta,31,363,32927.331357900664
15640,delta,32,363,39996.98565656375
15641,delta,33,363,47561.28116872047
15642,delta,34,363,45133.494941498015
15643,delta,35,363,48036.54334004664
15644,delta,36,363,34871.46360902593
15645,delta,37,363,51048.23201368707
15646,delta,38,363,26335.18798400965
15647,delta,39,363,14502.930782722275
15648,delta,40,363,40841.52673998034
15649,delta,41,363,41538.18974797914
15650,delta,42,363,48117.29350388151
15651,delta,43,363,36211.13887948345
15652,delta,1,364,35128.134318694894
15653,delta,2,364,51623.07093836268
15654,delta,3,364,31613.587084961444
15655,delta,4,364,30967.79891466638
15656,delta,5,364,30640.885383841
15657,delta,6,364,43393.76967313632
15658,delta,7,364,31286.17195249873
15659,delta,8,364,75583.11322762397
15660,delta,9,364,42029.443437363545
15661,delta,10,364,46675.17243277823
15662,delta,11,364,33788.89652821792
15663,delta,12,364,33587.73261196734
15664,delta,13,364,55558.720985548665
15665,delta,14,364,51297.16407809519
15666,delta,15,364,48882.204325140134
15667,delta,16,364,39041.023917089835
15668,delta,17,364,43537.35034494499
15669,delta,18,364,52554.15920238622
15670,delta,19,364,54638.85530621097
15671,delta,20,364,57048.35127706263
15672,delta,21,364,118419.80423064859
15673,delta,22,364,31075.77175989053
15674,delta,23,364,49730.76323692147
15675,delta,24,364,51368.35040466674
15676,delta,25,364,30508.381511824547
15677,delta,26,364,50631.575097828216
15678,delta,27,364,42395.60051325186
15679,delta,28,364,44927.80864657347
15680,delta,29,364,71677.52831813543
15681,delta,30,364,40150.283464152904
15682,delta,31,364,33199.3689610298
15683,delta,32,364,41905.240615561546
15684,delta,33,364,51792.29891003849
15685,delta,34,364,45339.31534708058
15686,delta,35,364,48661.48461577803
15687,delta,36,364,35351.543904849896
15688,delta,37,364,50515.06167730455
15689,delta,38,364,28126.707217640505
15690,delta,39,364,15172.637969460586
15691,delta,40,364,42806.11300240233
15692,delta,41,364,40532.29947046341
15693,delta,42,364,48813.90530631408
15694,delta,43,364,35120.13764010588
15695,delta,1,365,34933.577966689496
15696,delta,2,365,47748.406821213495
15697,delta,3,365,30215.53024976069
15698,delta,4,365,30601.541910462627
15699,delta,5,365,29951.4784193204
15700,delta,6,365,41199.80820289676
15701,delta,7,365,31329.45664921079
15702,delta,8,365,76932.75968648287
15703,delta,9,365,39173.25466017337
15704,delta,10,365,48204.28246442669
15705,delta,11,365,32676.488663316413
15706,delta,12,365,34206.1848913367
15707,delta,13,365,54995.26457226764
15708,delta,14,365,49985.121263795474
15709,delta,15,365,46054.57518162946
15710,delta,16,365,41017.37791832484
15711,delta,17,365,45235.05978168323
15712,delta,18,365,49902.891593587105
15713,delta,19,365,52602.93629535617
15714,delta,20,365,54001.80992743255
15715,delta,21,365,114816.40577488605
15716,delta,22,365,30246.58654513214
15717,delta,23,365,47692.19732196669
15718,delta,24,365,51916.78819594826
15719,delta,25,365,29487.225016616067
15720,delta,26,365,48757.912075368055
15721,delta,27,365,42424.63166903843
15722,delta,28,365,43558.755762431654
15723,delta,29,365,72013.14055560082
15724,delta,30,365,38940.221475254126
15725,delta,31,365,33090.44518219677
15726,delta,32,365,40562.83754752623
15727,delta,33,365,45846.64178314892
15728,delta,34,365,44201.94011169147
15729,delta,35,365,48008.62909726078
15730,delta,36,365,33773.51126032685
15731,delta,37,365,51182.02851816122
15732,delta,38,365,27152.45235181795
15733,delta,39,365,15215.516171169089
15734,delta,40,365,42102.95582257691
15735,delta,41,365,39979.4498274023
15736,delta,42,365,48123.45849816069
15737,delta,43,365,35765.29792067187
15738,delta,1,366,35229.6090999398
15739,delta,2,366,45562.069717550476
15740,delta,3,366,30187.174208551143
15741,delta,4,366,31378.092061466163
15742,delta,5,366,28634.54458637725
15743,delta,6,366,41601.20294158514
15744,delta,7,366,32276.605677176787
15745,delta,8,366,73079.5117043921
15746,delta,9,366,40729.8982381127
15747,delta,10,366,46142.19440415512
15748,delta,11,366,34394.527587667966
15749,delta,12,366,32142.335839378527
15750,delta,13,366,55577.93424711772
15751,delta,14,366,50279.95626753141
15752,delta,15,366,47419.60184392799
15753,delta,16,366,40169.944637450724
15754,delta,17,366,45653.45056685409
15755,delta,18,366,52462.913295208346
15756,delta,19,366,52665.245225938226
15757,delta,20,366,54388.63504897216
15758,delta,21,366,118776.70511585649
15759,delta,22,366,31933.807364578537
15760,delta,23,366,47944.469768625466
15761,delta,24,366,51148.10653333513
15762,delta,25,366,31547.717680578968
15763,delta,26,366,49242.79140864276
15764,delta,27,366,42701.00807975195
15765,delta,28,366,47033.93620457963
15766,delta,29,366,75770.49140041508
15767,delta,30,366,40699.46136918561
15768,delta,31,366,35105.61182050658
15769,delta,32,366,40700.61392716218
15770,delta,33,366,46964.81873688528
15771,delta,34,366,42851.86081105222
15772,delta,35,366,50087.398268977486
15773,delta,36,366,33827.82113231322
15774,delta,37,366,51221.075239421916
15775,delta,38,366,27600.245194211904
15776,delta,39,366,14335.640573782046
15777,delta,40,366,41492.825677710396
15778,delta,41,366,42472.98176616651
15779,delta,42,366,46738.26873507613
15780,delta,43,366,35825.14470619694
15781,delta,1,367,35047.89785394292
15782,delta,2,367,47364.24199824642
15783,delta,3,367,30983.20621968512
15784,delta,4,367,32092.108348537586
15785,delta,5,367,28357.14124535839
15786,delta,6,367,41982.46343557978
15787,delta,7,367,30172.05183524406
15788,delta,8,367,73519.96398131402
15789,delta,9,367,39663.71744864839
15790,delta,10,367,49729.1085322284
15791,delta,11,367,35486.932846471136
15792,delta,12,367,34573.139713215365
15793,delta,13,367,56848.5527772349
15794,delta,14,367,51053.59025282325
15795,delta,15,367,48662.21810896663
15796,delta,16,367,40915.020579902666
15797,delta,17,367,44956.901507113565
15798,delta,18,367,50738.75984296978
15799,delta,19,367,55080.97401724703
15800,delta,20,367,58813.74488849907
15801,delta,21,367,120397.57265248225
15802,delta,22,367,30509.757451090936
15803,delta,23,367,49174.3276270187
15804,delta,24,367,49951.85876096523
15805,delta,25,367,32931.354364959276
15806,delta,26,367,49777.729912979514
15807,delta,27,367,46258.09917548893
15808,delta,28,367,46448.77291091172
15809,delta,29,367,74547.57429808
15810,delta,30,367,37126.6823781663
15811,delta,31,367,35232.145957114546
15812,delta,32,367,42051.4015546396
15813,delta,33,367,49676.42495062631
15814,delta,34,367,44573.51823212246
15815,delta,35,367,49155.15565895508
15816,delta,36,367,34267.869086957115
15817,delta,37,367,52626.35248685914
15818,delta,38,367,26906.977921615096
15819,delta,39,367,14719.430578554227
15820,delta,40,367,43009.66345371327
15821,delta,41,367,41757.04340521395
15822,delta,42,367,51108.43481497621
15823,delta,43,367,38106.91101739375
15824,delta,1,368,32646.236801638668
15825,delta,2,368,46683.62781880035
15826,delta,3,368,29870.887036795317
15827,delta,4,368,32687.9687381958
15828,delta,5,368,30099.95847644329
15829,delta,6,368,41822.61185291629
15830,delta,7,368,32287.886607684533
15831,delta,8,368,71132.09374334468
15832,delta,9,368,39288.659359937315
15833,delta,10,368,49934.10726666065
15834,delta,11,368,34239.90740985904
15835,delta,12,368,32626.226476023636
15836,delta,13,368,51632.62326399139
15837,delta,14,368,52501.5352500464
15838,delta,15,368,46935.54150061794
15839,delta,16,368,41220.5539780472
15840,delta,17,368,43455.84797428803
15841,delta,18,368,51098.135655855585
15842,delta,19,368,53275.81229820728
15843,delta,20,368,56077.96710417152
15844,delta,21,368,117601.77027250794
15845,delta,22,368,32713.09682504127
15846,delta,23,368,47580.014094477396
15847,delta,24,368,50270.27482181102
15848,delta,25,368,31647.374846656123
15849,delta,26,368,46603.11247006149
15850,delta,27,368,42444.21792182924
15851,delta,28,368,47643.46737798552
15852,delta,29,368,73144.61309015071
15853,delta,30,368,39610.93585895387
15854,delta,31,368,35440.09682491435
15855,delta,32,368,40715.530919308396
15856,delta,33,368,50884.98626466852
15857,delta,34,368,43332.76296593041
15858,delta,35,368,46193.023126219414
15859,delta,36,368,34991.9150408711
15860,delta,37,368,50788.1521022318
15861,delta,38,368,25498.701379314225
15862,delta,39,368,14014.662339787763
15863,delta,40,368,39325.73517786185
15864,delta,41,368,40369.384498600375
15865,delta,42,368,48275.16708228169
15866,delta,43,368,37250.90209465953
15867,delta,1,369,34323.340674763655
15868,delta,2,369,47467.318256287865
15869,delta,3,369,31835.321061744187
15870,delta,4,369,29845.33268360888
15871,delta,5,369,28906.00352890456
15872,delta,6,369,43116.82123009416
15873,delta,7,369,31881.49074947212
15874,delta,8,369,73126.59582199255
15875,delta,9,369,41573.379056969294
15876,delta,10,369,46490.25989807112
15877,delta,11,369,34667.46179700377
15878,delta,12,369,32063.48347309076
15879,delta,13,369,54289.91402570381
15880,delta,14,369,49330.22506474339
15881,delta,15,369,48358.59805035562
15882,delta,16,369,40186.71399465639
15883,delta,17,369,44280.48703553025
15884,delta,18,369,51011.90429969533
15885,delta,19,369,55093.25871336959
15886,delta,20,369,55147.525964155546
15887,delta,21,369,121120.49875712921
15888,delta,22,369,32567.601428956477
15889,delta,23,369,49139.01882910796
15890,delta,24,369,52908.92927126144
15891,delta,25,369,29333.85868947538
15892,delta,26,369,47241.939949177686
15893,delta,27,369,42903.144924548775
15894,delta,28,369,46937.7325899189
15895,delta,29,369,74099.5303974493
15896,delta,30,369,39334.49375677672
15897,delta,31,369,36551.63315800557
15898,delta,32,369,41889.52968887019
15899,delta,33,369,49154.725356623065
15900,delta,34,369,45937.29410504823
15901,delta,35,369,49010.56405535495
15902,delta,36,369,34871.62375325238
15903,delta,37,369,50377.713458613485
15904,delta,38,369,26912.830116743015
15905,delta,39,369,14924.88256135424
15906,delta,40,369,42204.494478941575
15907,delta,41,369,40400.78344891295
15908,delta,42,369,48806.9162806019
15909,delta,43,369,37424.63058342357
15910,delta,1,370,36039.646356664416
15911,delta,2,370,49224.20069754672
15912,delta,3,370,28814.66673738998
15913,delta,4,370,31833.777818537743
15914,delta,5,370,27822.617446774282
15915,delta,6,370,42388.91017227745
15916,delta,7,370,30924.33363232135
15917,delta,8,370,76272.4579365481
15918,delta,9,370,40523.01719172388
15919,delta,10,370,46768.33901967479
15920,delta,11,370,35887.44325724633
15921,delta,12,370,32835.5221912119
15922,delta,13,370,53889.81061041706
15923,delta,14,370,49528.27320599249
15924,delta,15,370,46484.75964759629
15925,delta,16,370,41146.89749580587
15926,delta,17,370,44466.30601743061
15927,delta,18,370,52543.59094169247
15928,delta,19,370,54488.7649256991
15929,delta,20,370,56053.873781835595
15930,delta,21,370,123177.72977665464
15931,delta,22,370,33067.88962132414
15932,delta,23,370,47975.21544700468
15933,delta,24,370,52746.05054119367
15934,delta,25,370,30627.21339025596
15935,delta,26,370,49651.06032723785
15936,delta,27,370,41214.81563302322
15937,delta,28,370,46573.40933388947
15938,delta,29,370,75133.53130131128
15939,delta,30,370,37373.74278008696
15940,delta,31,370,33779.79305441801
15941,delta,32,370,38713.3615581996
15942,delta,33,370,48254.99350523544
15943,delta,34,370,41873.71483846598
15944,delta,35,370,47616.39143357558
15945,delta,36,370,34431.01645825783
15946,delta,37,370,52378.66150598148
15947,delta,38,370,28183.978712324773
15948,delta,39,370,14756.84113405993
15949,delta,40,370,42674.57860912799
15950,delta,41,370,39406.07735133764
15951,delta,42,370,47230.426980214885
15952,delta,43,370,38369.11063364564
15953,delta,1,371,34601.331701839365
15954,delta,2,371,48008.42783755009
15955,delta,3,371,29351.03772344536
15956,delta,4,371,30121.639026794175
15957,delta,5,371,27445.38744483055
15958,delta,6,371,40136.06817854711
15959,delta,7,371,31426.321445630954
15960,delta,8,371,75399.71867177245
15961,delta,9,371,40922.44317422312
15962,delta,10,371,47393.71478471171
15963,delta,11,371,32790.47270651777
15964,delta,12,371,32287.55801940202
15965,delta,13,371,51532.368781819794
15966,delta,14,371,49866.08521726449
15967,delta,15,371,46860.679386946256
15968,delta,16,371,41060.612602268724
15969,delta,17,371,43761.0932579478
15970,delta,18,371,49177.58099915627
15971,delta,19,371,50998.66562866384
15972,delta,20,371,55862.32781659858
15973,delta,21,371,116782.64355377483
15974,delta,22,371,30142.387123480163
15975,delta,23,371,48607.289589837
15976,delta,24,371,51207.67710855929
15977,delta,25,371,31185.22726979924
15978,delta,26,371,49298.503387340446
15979,delta,27,371,42101.078527578036
15980,delta,28,371,46030.131208539206
15981,delta,29,371,72419.50038125218
15982,delta,30,371,38079.05523816637
15983,delta,31,371,29943.96104172123
15984,delta,32,371,40438.02171070178
15985,delta,33,371,49667.18742625446
15986,delta,34,371,41069.713895000525
15987,delta,35,371,44898.207771024354
15988,delta,36,371,34440.986213698554
15989,delta,37,371,50346.45711943792
15990,delta,38,371,26919.469463700127
15991,delta,39,371,14814.3135735065
15992,delta,40,371,44994.84615839542
15993,delta,41,371,40626.87246063879
15994,delta,42,371,49651.1661354183
15995,delta,43,371,36706.473929214284
15996,delta,1,372,34487.54103968922
15997,delta,2,372,49550.66585191744
15998,delta,3,372,28988.186498790357
15999,delta,4,372,31249.886203925485
16000,delta,5,372,28574.72845072717
16001,delta,6,372,42463.14787280818
16002,delta,7,372,30521.129360052513
16003,delta,8,372,71338.55130442293
16004,delta,9,372,41314.14902727498
16005,delta,10,372,48421.94759711898
16006,delta,11,372,33941.53905708977
16007,delta,12,372,32340.354400373653
16008,delta,13,372,54024.88289713154
16009,delta,14,372,53150.31271047419
16010,delta,15,372,51300.96535158345
16011,delta,16,372,39637.36190803396
16012,delta,17,372,46188.66148712779
16013,delta,18,372,52608.23757066489
16014,delta,19,372,56708.39235463905
16015,delta,20,372,56443.3649374136
16016,delta,21,372,117977.06631664836
16017,delta,22,372,31359.599597261054
16018,delta,23,372,48607.96624418652
16019,delta,24,372,51816.502861896406
16020,delta,25,372,30929.790868105367
16021,delta,26,372,47687.80743533633
16022,delta,27,372,43083.16376808505
16023,delta,28,372,48387.71393864023
16024,delta,29,372,71655.88978405485
16025,delta,30,372,40419.2134675755
16026,delta,31,372,33665.23884823987
16027,delta,32,372,40446.68450613815
16028,delta,33,372,51615.36993125445
16029,delta,34,372,47700.22359403103
16030,delta,35,372,47010.597639363215
16031,delta,36,372,35283.15855816832
16032,delta,37,372,50368.91762582215
16033,delta,38,372,26913.021201938434
16034,delta,39,372,15023.054391340913
16035,delta,40,372,42644.42384784715
16036,delta,41,372,39495.562180949026
16037,delta,42,372,50761.01434822396
16038,delta,43,372,36636.10844252841
16039,delta,1,373,33481.15755649244
16040,delta,2,373,44432.61280555866
16041,delta,3,373,29490.368975480473
16042,delta,4,373,32445.42611518039
16043,delta,5,373,29141.61442832365
16044,delta,6,373,43219.2782310977
16045,delta,7,373,31449.85176770436
16046,delta,8,373,71460.36920237797
16047,delta,9,373,41534.383980629165
16048,delta,10,373,47832.36218626475
16049,delta,11,373,34203.72757287058
16050,delta,12,373,33186.94699695037
16051,delta,13,373,54645.51870762347
16052,delta,14,373,49772.78603905141
16053,delta,15,373,49331.306198878534
16054,delta,16,373,40496.9659972206
16055,delta,17,373,45715.83546634265
16056,delta,18,373,49668.27015877845
16057,delta,19,373,53774.29596047907
16058,delta,20,373,52731.514137631355
16059,delta,21,373,115903.15484947106
16060,delta,22,373,31186.288292527275
16061,delta,23,373,50576.66420231903
16062,delta,24,373,49336.833256366284
16063,delta,25,373,30872.65781834184
16064,delta,26,373,49229.175025553544
16065,delta,27,373,42856.927712948556
16066,delta,28,373,43800.82098852906
16067,delta,29,373,72912.46709077348
16068,delta,30,373,35978.892201732335
16069,delta,31,373,34057.35926759285
16070,delta,32,373,39882.85383644992
16071,delta,33,373,47657.129623411565
16072,delta,34,373,42735.25967171065
16073,delta,35,373,45845.037038458526
16074,delta,36,373,34360.388049251895
16075,delta,37,373,50646.6260603353
16076,delta,38,373,27123.638183542575
16077,delta,39,373,14344.615247439446
16078,delta,40,373,42210.558150785495
16079,delta,41,373,38257.965708666445
16080,delta,42,373,49283.81974678846
16081,delta,43,373,35010.44649840586
16082,delta,1,374,33442.550300625866
16083,delta,2,374,44463.94490202048
16084,delta,3,374,29633.46143323153
16085,delta,4,374,30010.11801457104
16086,delta,5,374,28265.982284116828
16087,delta,6,374,40368.042768262254
16088,delta,7,374,30979.99843169559
16089,delta,8,374,75220.53075562563
16090,delta,9,374,39416.92826618101
16091,delta,10,374,47630.82885915862
16092,delta,11,374,32593.580015401058
16093,delta,12,374,37350.857195197575
16094,delta,13,374,50612.179574397174
16095,delta,14,374,50570.671007279205
16096,delta,15,374,48018.204014592964
16097,delta,16,374,40711.13095651917
16098,delta,17,374,45054.92074737327
16099,delta,18,374,51316.16617389518
16100,delta,19,374,51778.12699541719
16101,delta,20,374,55574.35558771633
16102,delta,21,374,120291.60789413386
16103,delta,22,374,31494.3654942071
16104,delta,23,374,51290.25046933037
16105,delta,24,374,51776.25737651677
16106,delta,25,374,32704.518329179456
16107,delta,26,374,48248.927532308575
16108,delta,27,374,45063.52686911256
16109,delta,28,374,45607.63387889326
16110,delta,29,374,74791.046495685
16111,delta,30,374,37961.449937757236
16112,delta,31,374,33303.18755955268
16113,delta,32,374,41431.73035934462
16114,delta,33,374,51402.17897286736
16115,delta,34,374,46903.57264821122
16116,delta,35,374,47589.233119652825
16117,delta,36,374,35157.36975527688
16118,delta,37,374,50547.74111629152
16119,delta,38,374,26707.908579932184
16120,delta,39,374,13913.500942438364
16121,delta,40,374,42722.48848419579
16122,delta,41,374,38877.304934706604
16123,delta,42,374,48698.194131536664
16124,delta,43,374,37292.68326612294
16125,delta,1,375,35747.431785465174
16126,delta,2,375,45684.82846228509
16127,delta,3,375,31320.063594094816
16128,delta,4,375,30276.253147536
16129,delta,5,375,30239.197320177416
16130,delta,6,375,42889.58407030466
16131,delta,7,375,32072.84243293877
16132,delta,8,375,75301.41598942474
16133,delta,9,375,38855.98480296094
16134,delta,10,375,46872.78636549565
16135,delta,11,375,35204.88270067162
16136,delta,12,375,33143.95944692963
16137,delta,13,375,53339.745927576914
16138,delta,14,375,51389.30920445026
16139,delta,15,375,46545.516715633166
16140,delta,16,375,39968.10409828918
16141,delta,17,375,45354.23436532864
16142,delta,18,375,51064.124339289774
16143,delta,19,375,53316.84581612488
16144,delta,20,375,55466.6199978749
16145,delta,21,375,120321.01085005482
16146,delta,22,375,31244.327172729718
16147,delta,23,375,49095.283804376995
16148,delta,24,375,51453.99654896333
16149,delta,25,375,31363.16945501312
16150,delta,26,375,49757.816226563315
